D_TEXT_TOOLTIP_DRAGON_TROOPER,Primitive reptiloid warriors fiercely loyal to Delurin and equipped with ornate metal armor and flamethrowers to more closely resemble the Dragons of ancient myth. Unacquainted with blaster weaponry and other advanced technology, they are nonetheless resilient and quick on their feet.
D_TEXT_TOOLTIP_DRAGON_TROOPER_COMPANY,Company: 36x Dragon Trooper
TEXT_UNIT_FAUX_STORMTROOPER_GRENADIER,Faux Stormtrooper Grenadier
TEXT_UNIT_FAUX_STORMTROOPER_PLATOON,Faux Stormtrooper Platoon
TEXT_UNIT_FAUX_STORMTROOPER_SERGEANT,Faux Stormtrooper Sergeant
TEXT_UNIT_FAUX_STORMTROOPER_SQUAD,Faux Stormtrooper Squad
TEXT_UNIT_GAT,Ground Armored Tank
TEXT_UNIT_GAT_COMPANY,GAT Company
TEXT_UNIT_GPA_RESEARCH,General Purpose Attack Fighter Research
TEXT_UNIT_H60,H-60 Tempest
TEXT_UNIT_HAET,HAET-221
TEXT_UNIT_HAG,HAG-M
TEXT_UNIT_HORNET,Hornet Carrier
TEXT_UNIT_IXIYEN_FIGHTER,Ixiyen Fighter
TEXT_UNIT_IXIYEN_FIGHTER,Ixiyen Fighter
TEXT_UNIT_KIHRAXZ,Kihraxz Fighter
TEXT_UNIT_KLUCREHULK_RESEARCH,Remilitarize Lucrehulks
TEXT_UNIT_KPREYBIRD_PRODUCTION,Begin Illegal Preybird Production
TEXT_UNIT_KSM_RESEARCH,Refit existing TIE/Ln and In fighters to match the specifications of those formerly used by Lord Vader's elite pilots. Adds shields, weapons and SLAM capabilities at the cost of base engine speed.
TEXT_UNIT_KSOROSUUB_RESEARCH,SoroSuub Contract
TEXT_UNIT_KZETA_RESEARCH,Expand Zeta Program
TEXT_UNIT_LAAT_IMPERIAL,Imperial Spec Ops Gunship
TEXT_UNIT_LAC,Light Assault Cruiser
TEXT_UNIT_LICTOR,Lictor Dungeon Ship
TEXT_UNIT_LUCREHULKAUXILIARY,Lucrehulk Auxiliary Warship
TEXT_UNIT_LUCREHULKBATTLESHIP,Lucrehulk Battleship
TEXT_UNIT_LUCREHULKBATTLESHIP,Lucrehulk Battleship
TEXT_UNIT_LUPUS,Lupus Missile Frigate
TEXT_UNIT_MANSK_FRIGATE,Mansk Escort Frigate
TEXT_UNIT_MANTA_FIGHTER,Manta Assault Fighter
TEXT_UNIT_MUNIFEX,Munifex Light Cruiser
TEXT_UNIT_NEIMOIDIAN_GUARD,Neimoidian Guard
TEXT_UNIT_NEIMOIDIAN_GUARD_AT_HEAVY,Neimoidian Guard Heavy AT
TEXT_UNIT_NEIMOIDIAN_GUARD_GRENADIER,Neimoidian Guard Grenadier
TEXT_UNIT_NEIMOIDIAN_GUARD_OFFICER,Neimoidian Guard Officer
TEXT_UNIT_NEIMOIDIAN_GUARD_PLATOON,Neimoidian Guard Platoon
TEXT_UNIT_NEIMOIDIAN_GUARD_SNIPER,Neimoidian Guard Sniper
TEXT_UNIT_NEIMOIDIAN_GUARD_SNIPER_OFFICER,Neimoidian Guard Sniper Officer
TEXT_UNIT_NEIMOIDIAN_GUARD_SNIPER_SQUAD,Neimoidian Guard Sniper Squad
TEXT_UNIT_NEIMOIDIAN_GUARD_SQUAD,Neimoidian Guard Squad
TEXT_UNIT_NTB_630,NTB-630 Naval Bomber
TEXT_UNIT_OG9_COMPANY,OG-9 Homing Spider Droid Company
TEXT_UNIT_OG9HOMINGSPIDERDROID,OG-9 Homing Spider Droid
TEXT_UNIT_PHASE_ONE_RIFLEMAN,Clone Trooper Rifleman (Phase I)
TEXT_UNIT_PHASE_ONE_RIFLEMAN_GRENADIER,Clone Trooper Rifleman Grenadier (Phase I)
TEXT_UNIT_PHASE_TWO_AT_HEAVY,Republic Surplus Trooper Heavy AT 
TEXT_UNIT_PHASE_TWO_AT_LIGHT,Republic Surplus Trooper Light AT 
TEXT_UNIT_PHASE_TWO_CARBINER,Republic Surplus Trooper Carbineer 
TEXT_UNIT_PHASE_TWO_CARBINER_GRENADIER,Republic Surplus Trooper Carbineer Grenadier 
TEXT_UNIT_PHASE_TWO_GUNNER_HEAVY,Republic Surplus Trooper Heavy Gunner 
TEXT_UNIT_PHASE_TWO_GUNNER_LIGHT,Republic Surplus Trooper Light Gunner 
TEXT_UNIT_PHASE_TWO_PLATOON,Republic Surplus Trooper Platoon 
TEXT_UNIT_PHASE_TWO_RIFLEMAN,Republic Surplus Trooper Rifleman 
TEXT_UNIT_PHASE_TWO_RIFLEMAN_GRENADIER,Republic Surplus Trooper Rifleman Grenadier 
TEXT_UNIT_PHASE_TWO_SQUAD,Republic Surplus Trooper Squad
TEXT_UNIT_PRAETOR_I,Praetor-I Battlecruiser
TEXT_UNIT_PROCURATOR,Procurator Battlecruiser
TEXT_UNIT_RED_POLICE,Red Police
TEXT_UNIT_RED_POLICE_DISRUPTOR,Red Police Disruptor
TEXT_UNIT_RED_POLICE_GUNNER_LIGHT,Red Police Light Gunner
TEXT_UNIT_RED_POLICE_PLATOON,Red Police Platoon
TEXT_UNIT_RED_POLICE_SQUAD,Red Police Squad
TEXT_UNIT_RELGIMAT_RESEARCH,Modernize Mechanized Calvary
TEXT_UNIT_REPUBLIC_TIE,T.I.E. Starfighter
TEXT_UNIT_REPUBLIC_Z95_HEADHUNTER,Republic Z-95 Headhunter
TEXT_UNIT_RG_STORMTROOPER_PLATOON,Royal Guard Stormtrooper Platoon
TEXT_UNIT_RHO_SHUTTLE,Rho-class Transport Shuttle
TEXT_UNIT_SHADOW_ACCLAMATOR_I,Shadow Acclamator-I Cruiser (Carrier)
TEXT_UNIT_SHADOW_AT_AT_WALKER,Shadow AT-AT Walker
TEXT_UNIT_SHADOW_SCOUT_TROOPER_ASSAULT_SQUAD,Shadow Scout Trooper Carbineer Squad 
TEXT_UNIT_SHADOW_SCOUT_TROOPER_AT_HEAVY,Shadow Scout Trooper Heavy AT
TEXT_UNIT_SHADOW_SCOUT_TROOPER_CARBINE,Shadow Scout Trooper Carbineer
TEXT_UNIT_SHADOW_SCOUT_TROOPER_COMMANDO_SQUAD,Shadow Scout Trooper Commando Squad
TEXT_UNIT_SHADOW_SCOUT_TROOPER_GRENADIER,Shadow Scout Trooper Grenadier
TEXT_UNIT_SHADOW_SCOUT_TROOPER_GUNNER_LIGHT,Shadow Scout Trooper Light Gunner
TEXT_UNIT_SHADOW_SCOUT_TROOPER_PLATOON,Shadow Scout Trooper Platoon
TEXT_UNIT_SHADOW_SCOUT_TROOPER_REPEATING_SNIPER,Shadow Trooper Repeating Sniper
TEXT_UNIT_SHADOW_SCOUT_TROOPER_SERGEANT,Shadow Scout Trooper Sergeant
TEXT_UNIT_SHADOW_SCOUT_TROOPER_SNIPER,Shadow Scout Trooper Sniper
TEXT_UNIT_SHADOW_SCOUT_TROOPER_SNIPER_SQUAD,Shadow Scout Trooper Sniper Squad
TEXT_UNIT_SHADOW_STAR_DESTROYER_CARRIER,Shadow Imperial-I Star Destroyer (Carrier)
TEXT_UNIT_SHADOW_TX130S,Shadow TX-130S Fighter Tank
TEXT_UNIT_SHADOW_TX130S_COMPANY,Shadow TX-130S Fighter Tank Company
TEXT_UNIT_SHADOW_ULAV,Shadow Ultra-Light Assault Vehicle
TEXT_UNIT_SHADOW_ULAV_COMPANY,Shadow ULAV Company
TEXT_UNIT_SHADOW_VENGEANCE_DREADNOUGHT,Shadow Vengeance Star Dreadnought
TEXT_UNIT_SHADOW_VIGIL,Shadow Vigil Corvette
TEXT_UNIT_SHIELDED_ARMORED_INTERCEPTOR_ELITE,Elite Heavy TIE Interceptor
TEXT_UNIT_SHIELDED_ARMORED_INTERCEPTOR_ION,Ion Refit Heavy TIE Interceptor
TEXT_UNIT_SHIELDED_ARMORED_INTERCEPTOR_MISSILE,Missile Heavy TIE Interceptor
TEXT_UNIT_SHIELDED_ARMORED_INTERCEPTOR_UPGUNNED,Upgunned Heavy TIE Interceptor
TEXT_UNIT_SHIELDED_MISSILE_TIE_FIGHTER,Shielded Missile TIE Fighter
TEXT_UNIT_SHIELDED_TIE_BOMBER,Shielded TIE Bomber
TEXT_UNIT_SITH_ASSASSIN,Sith Assassin
TEXT_UNIT_SITH_KNIGHT_COMPANY,Sith Knight Company
TEXT_UNIT_SITH_MARAUDER,Sith Marauder
TEXT_UNIT_SITH_SLAYER,Sith Slayer
TEXT_UNIT_SITH_SORCERER,Sith Sorcerer
TEXT_UNIT_SITH_STRIDER,Sith Strider
TEXT_UNIT_SITH_STRIDER_COMPANY,Sith Strider Company
TEXT_UNIT_SITH_WAR_MAMMOTH,Sith War Mammoth
TEXT_UNIT_SITH_WAR_MAMMOTH_COMPANY,Sith War Mammoth Company
TEXT_UNIT_SITHSPAWN,Sithspawn
TEXT_UNIT_SKIPRAYK,Skipray Blastboat GAT-12k
TEXT_UNIT_SKIPRAYK_SQUADRON,Skipray Blastboat GAT-12k Squadron
TEXT_UNIT_SKIPRAYK_SQUADRON_HALF,Skipray Blastboat GAT-12k Squadron 1/2
TEXT_UNIT_SKIPRAYK_SQUADRON2,Skipray Blastboat GAT-12k Squadron x2
TEXT_UNIT_SKIPRAYM,Skipray Blastboat GAT-12m
TEXT_UNIT_SKIPRAYM_SQUADRON,Skipray Blastboat GAT-12m Squadron
TEXT_UNIT_SKIPRAYM_SQUADRON_HALF,Skipray Blastboat GAT-12m Squadron 1/2
TEXT_UNIT_SKIPRAYM_SQUADRON2,Skipray Blastboat GAT-12m Squadron x2
TEXT_UNIT_SKIPRAYZ,Skipray Blastboat GAT-12z
TEXT_UNIT_SKIPRAYZ_SQUADRON,Skipray Blastboat GAT-12z Squadron
TEXT_UNIT_SKIPRAYZ_SQUADRON_HALF,Skipray Blastboat GAT-12z Squadron 1/2
TEXT_UNIT_SKIPRAYZ_SQUADRON2,Skipray Blastboat GAT-12z Squadron x2
TEXT_UNIT_SP9,SP.9 Anti-Infantry Artillery Platform
TEXT_UNIT_SP9_COMPANY,SP.9 Anti-Infantry Artillery Platform Company
TEXT_UNIT_STAR_DESTROYER_STEALTH,Stealth Imperial-I Star Destroyer
TEXT_UNIT_STAR_DESTROYER_TWO_ION,Imperial-II Star Destroyer Ion Refit
TEXT_UNIT_STAR_DESTROYER_X,Upgunned Imperial-I Star Destroyer
TEXT_UNIT_STARWING_ASSAULT,Xg-1 Star Wing Assault
TEXT_UNIT_STARWING_FIGHTER,Xg-1 Star Wing Fighter
TEXT_UNIT_STRIKE_CRUISER_ZETA,Strike Cruiser Zeta Two Refit
TEXT_UNIT_TAPANI_A9_RESEARCH,Acquire A-9 Interceptors.
TEXT_UNIT_TAPANI_ASSAULT_FRIGATE,Tapani Assault Frigate
TEXT_UNIT_THETA_ASSAULT_SHUTTLE,Theta Assault Shuttle
TEXT_UNIT_TIE_AVENGER_ASSAULT,Assault TIE Avenger
TEXT_UNIT_TIE_AVENGER_BOMBER,TIE Avenger Bomber
TEXT_UNIT_TIE_AVENGER_TORPS,Torpedo TIE Avenger
TEXT_UNIT_TIE_BOMBER_THETA,TIE Bomber, Theta Squadron
TEXT_UNIT_TIE_DEFENDER_RED_STAR,Modified TIE Defender, Red Star Squadron
TEXT_UNIT_TIE_FIGHTER_ALPHA,TIE Fighter, Alpha Squadron
TEXT_UNIT_TIE_FIGHTER_BF2,Special Mission Refit TIE Fighter
TEXT_UNIT_TIE_FIGHTER_MISSILE,Missile Refit TIE Fighter
TEXT_UNIT_TIE_GT_BOMBER,TIE/gt Bomber
TEXT_UNIT_TIE_GT_TORPS,Torpedo TIE/gt Starfighter
TEXT_UNIT_TIE_INTERCEPTOR_BF2,Special Mission Refit TIE Interceptor
TEXT_UNIT_TIE_INTERCEPTOR_ION,Ion Refit TIE Interceptor
TEXT_UNIT_TIE_LIGHT_BOMBER,Tie Light Bomber
TEXT_UNIT_TRANDOSHAN_ALPHA,Trandoshan Alpha
TEXT_UNIT_TRANDOSHAN_COMMAND_SQUAD,Trandoshan Command Squad
TEXT_UNIT_TRANDOSHAN_FLAMER,Trandoshan Flamer
TEXT_UNIT_TRANDOSHAN_GRENADIER,Trandoshan Grenadier
TEXT_UNIT_TRANDOSHAN_GUNNER_HEAVY,Heavy Trandoshan Gunner
TEXT_UNIT_TRANDOSHAN_GUNNER_LIGHT,Light Trandoshan Gunner
TEXT_UNIT_TRANDOSHAN_HUNTING_PACK,Trandoshan Hunting Pack
TEXT_UNIT_TRANDOSHAN_RIFLEMAN,Trandoshan Rifleman
TEXT_UNIT_TRIUMPH,Triumph Star Destroyer
TEXT_UNIT_UT_AT,UT-AT
TEXT_UNIT_V_WING_ESK,V-Wing "Esk"
TEXT_UNIT_VCX820,VCX-820 Escort Freighter
TEXT_UNIT_VENATOR_8X,Venator Star Destroyer Refit
TEXT_UNIT_VICTORY_DESTROYER_MK2_CARRIER,Victory-II Star Destroyer Carrier Refit
TEXT_UNIT_VINDICATOR_CARRIER,Vindicator Heavy Carrier
TEXT_UNIT_VULTURE_DROID,Vulture Droid Mark 1
TEXT_UNIT_VULTURE_DROID,Vulture Droid Mark 1
TEXT_UNIT_YV929,YV-929 Armed Freighter
TEXT_V_WING_ESK_SQUADRON,V-wing "Esk" Squadron
TEXT_V_WING_ESK_SQUADRON_HALF,V-wing "Esk" Squadron 1/2
TEXT_V_WING_ESK_SQUADRON2,V-wing "Esk" Squadron x2
TEXT_VCX820_SQUADRON,VCX-820 Squadron
TEXT_VCX820_SQUADRON_HALF,VCX-820 Squadron 1/2
TEXT_VCX820_SQUADRON2,VCX-820 Squadron x2
TEXT_VULTURE_SQUADRON,Vulture Droid-I Squadron
TEXT_VULTURE_SQUADRON_HALF,Vulture Droid-I Squadron 1/2
TEXT_VULTURE_SQUADRON2,Vulture Droid-I Squadron x2
TEXT_YV929_SQUADRON,YV-929 Squadron
TEXT_YV929_SQUADRON_HALF,YV-929 Squadron 1/2
TEXT_YV929_SQUADRON2,YV-929 Squadron x2
Z_TEXT_TOOLTIP_AF2_RESEARCH,Comb through old schematics for Rendili's Assault Frigate-II and put the ship to use for our own purposes. Unlocks Assault Frigate-II.
Z_TEXT_TOOLTIP_CORONA_RESEARCH,Steal the schematics for KDY's prototype frigate design and reverse-engineer the vessel for our own purposes. Unlocks Corona Frigate and Corona Tender, retires Nebulon-B and Star Galleon.
Z_TEXT_TOOLTIP_GORATH_RESEARCH,"Borrow" the schematics for Loronar's prototype strike cruiser design and reverse-engineer the vessel for our own purposes. Unlocks Gorath, retires Strike Cruiser.
Z_TEXT_TOOLTIP_MISSILE_BOAT_RESEARCH,Recover the schematics for Thrawn's Missile Boats and secure our starfighter supremacy. Replaces all Alpha-class XG-1 Starwing spawns with Missile Boats.
Z_TEXT_TOOLTIP_MTC_RESEARCH,Seize the schematics for TaggeCo's prototype frigate design and reverse-engineer the vessel for our own purposes. Unlocks Modular Taskforce Sensor Cruiser.
Z_TEXT_TOOLTIP_SCIMITAR_RESEARCH,Use your powers of persuasion to coax the schematics for Tomax Bren's TIE Bomber Mark 2 out of Sienar's Engineers. Replaces all TIE Avenger Bomber spawns with Scimitar Assault Bombers.
Z_TEXT_UNIT_AF2_RESEARCH,Reverse-engineer the Assault Frigate-II
Z_TEXT_UNIT_CORONA_RESEARCH,Reverse-engineer the Corona Frigate
Z_TEXT_UNIT_GORATH_RESEARCH,Reverse-engineer the Gorath Strike Cruiser
Z_TEXT_UNIT_MISSILE_BOAT_RESEARCH,Reverse-engineer the Missile Boat
Z_TEXT_UNIT_MTC_RESEARCH,Reverse-engineer the Modular Taskforce Cruiser
Z_TEXT_UNIT_SCIMITAR_RESEARCH,Reverse-engineer the Scimitar Assault Bomber
